Rank,Title,Genre,Description,Director,Actors,Year,Runtime (Minutes),Rating,Votes,Revenue (Millions),Metascore
405,The Best of Me,Drama,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,Michael Hoffman,James Marsden,2014,118,6.7,49041,26.76,29
406,The Invitation,Drama,While attending a dinner party at his former home a man thinks his ex-wife and her new husband have sinister intentions for their guests.,Karyn Kusama,Logan Marshall-Green,2015,100,6.7,40529,0.23,74
407,Zero Dark Thirty,Drama,A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.,Kathryn Bigelow,Jessica Chastain,2012,157,7.4,226661,95.72,95
408,Tangled,Animation,The magically long-haired Rapunzel has spent her entire life in a tower but now that a runaway thief has stumbled upon her she is about to discover the world for the first time and who she really is.,Nathan Greno,Mandy Moore,2010,100,7.8,316459,200.81,71
409,The Hunger Games: Mockingjay - Part 2,Action,As the war of Panem escalates to the destruction of other districts Katniss Everdeen the reluctant leader of the rebellion must bring together an army against President Snow while all she holds dear hangs in the balance.,Francis Lawrence,Jennifer Lawrence,2015,137,6.6,202380,281.67,65
410,Vacation,Adventure,"Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",John Francis Daley,Ed Helms,2015,99,6.1,74589,58.88,34
411,Taken,Action,A retired CIA agent travels across Europe and relies on his old skills to save his estranged daughter who has been kidnapped while on a trip to Paris.,Pierre Morel,Liam Neeson,2008,93,7.8,502961,145,50
412,Pitch Perfect 2,Comedy,After a humiliating command performance at The Kennedy Center the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.,Elizabeth Banks,Anna Kendrick,2015,115,6.5,108306,183.44,63
413,Monsters University,Animation,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.,Dan Scanlon,Billy Crystal,2013,104,7.3,252119,268.49,65
414,Elle,Crime,A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,Paul Verhoeven,Isabelle Huppert,2016,130,7.2,35417,0.5,89
415,Mechanic: Resurrection,Action,Arthur Bishop thought he had put his murderous past behind him until his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations and do what he does best: make them look like accidents.,Dennis Gansel,Jason Statham,2016,98,5.6,48161,21.2,38
416,Tusk,Comedy,When podcaster Wallace Bryton goes missing in the backwoods of Manitoba while interviewing a mysterious seafarer named Howard Howe his best friend Teddy and girlfriend Allison team with an ex-cop to look for him.,Kevin Smith,Justin Long,2014,102,5.4,34546,1.82,55
417,The Headhunter's Calling,Drama,A headhunter whose life revolves around closing deals in a a survival-of-the-fittest boiler room,Mark Williams,Alison Brie,2016,108,6.9,164,0.5,85
418,Atonement,Drama,Fledgling writer Briony Tallis as a thirteen-year-old irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,Joe Wright,Keira Knightley,2007,123,7.8,202890,50.92,
419,Harry Potter and the Deathly Hallows: Part 1,Adventure,As Harry races against time and evil to destroy the Horcruxes he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.,David Yates,Daniel Radcliffe,2010,146,7.7,357213,294.98,65
420,Shame,Drama,A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.,Steve McQueen,Michael Fassbender,2011,101,7.2,155010,4,72
421,Hanna,Action,A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe tracked by a ruthless intelligence agent and her operatives.,Joe Wright,Saoirse Ronan,2011,111,6.8,164208,40.25,65
422,The Babysitters,Drama,A teenager turns her babysitting service into a call-girl service for married guys after fooling around with one of her customers.,David Ross,Lauren Birkell,2007,88,5.7,8914,0.04,35
423,Pride and Prejudice and Zombies,Action,Five sisters in 19th century England must cope with the pressures to marry while protecting themselves from a growing population of zombies.,Burr Steers,Lily James,2016,108,5.8,35003,10.91,45
424,300: Rise of an Empire,Action,Greek general Themistokles leads the charge against invading Persian forces led by mortal-turned-god Xerxes and Artemisia vengeful commander of the Persian navy.,Noam Murro,Sullivan Stapleton,2014,102,6.2,237887,106.37,48
425,London Has Fallen,Action,In London for the Prime Minister's funeral Mike Banning discovers a plot to assassinate all the attending world leaders.,Babak Najafi,Gerard Butler,2016,99,5.9,100702,62.4,28
426,The Curious Case of Benjamin Button,Drama,Tells the story of Benjamin Button a man who starts aging backwards with bizarre consequences.,David Fincher,Brad Pitt,2008,166,7.8,485075,127.49,70
427,Sin City: A Dame to Kill For,Action,Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,Frank Miller,Mickey Rourke,2014,102,6.5,122185,13.75,46
428,The Bourne Ultimatum,Action,Jason Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.,Paul Greengrass,Matt Damon,2007,115,8.1,525700,227.14,85
429,Srpski film,Horror,An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business only to discover that he has been drafted into making a pedophilia and necrophilia themed snuff film.,Srdjan Spasojevic,Srdjan 'Zika' Todorovic,2010,104,5.2,43648,0.5,55
430,The Purge: Election Year,Action,Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.,James DeMonaco,Frank Grillo,2016,109,6,54216,79,
431,3 Idiots,Comedy,Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently even as the rest of the world called them ""idiots"".,Rajkumar Hirani,Aamir Khan,2009,170,8.4,238789,6.52,67
432,Zoolander 2,Comedy,Derek and Hansel are lured into modeling again,Ben Stiller,Ben Stiller,2016,102,4.7,48297,28.84,34
433,World War Z,Action,Former United Nations employee Gerry Lane traverses the world in a race against time to stop the Zombie pandemic that is toppling armies and governments and threatening to destroy humanity itself.,Marc Forster,Brad Pitt,2013,116,7,494819,202.35,63
434,Mission: Impossible - Ghost Protocol,Action,The IMF is shut down when it's implicated in the bombing of the Kremlin causing Ethan Hunt and his new team to go rogue to clear their organization's name.,Brad Bird,Tom Cruise,2011,132,7.4,382459,209.36,73
435,Let Me Make You a Martyr,Action,A cerebral revenge film about two adopted siblings who fall in love and hatch a plan to kill their abusive father.,Corey Asraf,Marilyn Manson,2016,102,6.4,223,0.5,56
436,Filth,Comedy,A corrupt junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own borderline-fueled inner demons.,Jon S. Baird,James McAvoy,2013,97,7.1,81301,0.03,
437,The Longest Ride,Drama,The lives of a young couple intertwine with a much older man as he reflects back on a past love.,George Tillman Jr.,Scott Eastwood,2015,123,7.1,58421,37.43,33
438,The imposible,Drama,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,J.A. Bayona,Naomi Watts,2012,114,7.6,156189,19,73
439,Kick-Ass 2,Action,Following Kick-Ass' heroics other citizens are inspired to become masked crusaders. But the Red Mist leads his own group of evil supervillains to kill Kick-Ass and destroy everything for which he stands.,Jeff Wadlow,Aaron Taylor-Johnson,2013,103,6.6,214825,28.75,41
440,Folk Hero & Funny Guy,Comedy,A successful singer-songwriter hatches a plan to help his friend's struggling comedy career and broken love life by hiring him as his opening act on his solo tour.,Jeff Grace,Alex Karpovsky,2016,88,5.6,220,0.5,63
441,Oz the Great and Powerful,Adventure,A frustrated circus magician from Kansas is transported to a magical land called Oz where he will have to fulfill a prophecy to become the king and release the land from the Wicked Witches using his great (but fake) powers.,Sam Raimi,James Franco,2013,130,6.3,181521,234.9,44
442,Brooklyn,Drama,An Irish immigrant lands in 1950s Brooklyn where she quickly falls into a romance with a local. When her past catches up with her however she must choose between two countries and the lives that exist within.,John Crowley,Saoirse Ronan,2015,117,7.5,94977,38.32,87
443,Coraline,Animation,An adventurous girl finds another world that is a strangely idealized version of her frustrating home but it has sinister secrets.,Henry Selick,Dakota Fanning,2009,100,7.7,156620,75.28,80
444,Blue Valentine,Drama,The relationship of a contemporary married couple charting their evolution over a span of years by cross-cutting between time periods.,Derek Cianfrance,Ryan Gosling,2010,112,7.4,151409,9.7,81
445,The Thinning,Thriller,""The Thinning"" takes place in a post-apocalyptic future where population control is dictated by a high-school aptitude test. When two students (Logan Paul and Peyton List) discover the test... See full summary »",dir, actor, 2016,81,6,4531,0.5,31
446,Silent Hill,Adventure,A woman Rose goes in search for her adopted daughter within the confines of a strange desolate town called Silent Hill.,Christophe Gans,Radha Mitchell,2006,125,6.6,184152,46.98,
447,Dredd,Action,In a violent futuristic city where the police have the authority to act as judge jury and executioner a cop teams with a trainee to take down a gang that deals the reality-altering drug SLO-MO.,Pete Travis,Karl Urban,2012,95,7.1,213764,13.4,59
448,Hunt for the Wilderpeople,Adventure,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,Taika Waititi,Sam Neill,2016,101,7.9,52331,5.2,81
449,Big Hero 6,Animation,The special bond that develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada who team up with a group of friends to form a band of high-tech heroes.,Don Hall,Ryan Potter,2014,102,7.8,309186,222.49,74
450,Carrie,Drama,A shy girl outcasted by her peers and sheltered by her religious mother unleashes telekinetic terror on her small town after being pushed too far at her senior prom.,Kimberly Peirce,Chloë Grace Moretz,2013,100,5.9,113272,35.27,53
451,Iron Man 2,Action,With the world now aware of his identity as Iron Man Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.,Jon Favreau,Robert Downey Jr.,2010,124,7,556666,312.06,57
452,Demolition,Comedy,A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son he starts to rebuild beginning with the demolition of the life he once knew.,Jean-Marc Vallée,Jake Gyllenhaal,2015,101,7,58720,1.82,49
